"run_id","player_id","place","speedrun_time","is_verified","verify_date","submitted_date","examiner_id","timing_type","platform_id","platform_name","platform_released_year","is_level_cat","level_id","level_name","level_rules","game_id","category_id","cat_name","cat_rules","player_name","player_country","player_pronouns","player_signup_date"
"m3rj38qm","","253","82.5","True","2021-06-20 11:20:25","2021-06-20 11:20:23","zx7gd1yx","realtime","nzelkr6q","PlayStation 4","2013","True","ewpn8nj9","Cavern","","mce","5dw43j0k","Time Attack","- Top 100 runs require video proof.
- If a video contains two or more runs, you MUST include the specific timestamp in the link, as shown here: https://imgur.com/JODMVef
- Video proof must include the entire run (from 0.00 to the moment when the finish line is crossed), adding music is allowed, but cuts and effects aren't.
- It's suggested to also include the last reset before the actual run
- Time goes by the in-game timer
- Split-Screen runs are not allowed
- No map-loading, timer delaying/manipulating, or unintentionally programmed speed-increasing glitches are permitted.","","","","2023-04-20 02:49:08"
"mkg1kx5y","","256","82.52","True","2021-06-20 11:19:15","2021-06-20 11:19:12","zx7gd1yx","realtime","nzelkr6q","PlayStation 4","2013","True","ewpn8nj9","Cavern","","mce","5dw43j0k","Time Attack","- Top 100 runs require video proof.
- If a video contains two or more runs, you MUST include the specific timestamp in the link, as shown here: https://imgur.com/JODMVef
- Video proof must include the entire run (from 0.00 to the moment when the finish line is crossed), adding music is allowed, but cuts and effects aren't.
- It's suggested to also include the last reset before the actual run
- Time goes by the in-game timer
- Split-Screen runs are not allowed
- No map-loading, timer delaying/manipulating, or unintentionally programmed speed-increasing glitches are permitted.","","","","2023-04-20 02:49:08"
"z1rnp0rm","","257","82.538","True","2021-06-20 11:18:41","2021-06-20 11:18:37","zx7gd1yx","realtime","nzelkr6q","PlayStation 4","2013","True","ewpn8nj9","Cavern","","mce","5dw43j0k","Time Attack","- Top 100 runs require video proof.
- If a video contains two or more runs, you MUST include the specific timestamp in the link, as shown here: https://imgur.com/JODMVef
- Video proof must include the entire run (from 0.00 to the moment when the finish line is crossed), adding music is allowed, but cuts and effects aren't.
- It's suggested to also include the last reset before the actual run
- Time goes by the in-game timer
- Split-Screen runs are not allowed
- No map-loading, timer delaying/manipulating, or unintentionally programmed speed-increasing glitches are permitted.","","","","2023-04-20 02:49:08"
"y99dvgny","","258","82.547","True","2021-06-20 11:18:20","2021-06-20 11:18:18","zx7gd1yx","realtime","nzelkr6q","PlayStation 4","2013","True","ewpn8nj9","Cavern","","mce","5dw43j0k","Time Attack","- Top 100 runs require video proof.
- If a video contains two or more runs, you MUST include the specific timestamp in the link, as shown here: https://imgur.com/JODMVef
- Video proof must include the entire run (from 0.00 to the moment when the finish line is crossed), adding music is allowed, but cuts and effects aren't.
- It's suggested to also include the last reset before the actual run
- Time goes by the in-game timer
- Split-Screen runs are not allowed
- No map-loading, timer delaying/manipulating, or unintentionally programmed speed-increasing glitches are permitted.","","","","2023-04-20 02:49:08"
"ydrldp0z","","259","82.548","True","2021-06-20 11:18:07","2021-06-20 11:18:05","zx7gd1yx","realtime","nzelkr6q","PlayStation 4","2013","True","ewpn8nj9","Cavern","","mce","5dw43j0k","Time Attack","- Top 100 runs require video proof.
- If a video contains two or more runs, you MUST include the specific timestamp in the link, as shown here: https://imgur.com/JODMVef
- Video proof must include the entire run (from 0.00 to the moment when the finish line is crossed), adding music is allowed, but cuts and effects aren't.
- It's suggested to also include the last reset before the actual run
- Time goes by the in-game timer
- Split-Screen runs are not allowed
- No map-loading, timer delaying/manipulating, or unintentionally programmed speed-increasing glitches are permitted.","","","","2023-04-20 02:49:08"
"me7g3d8y","","260","82.549","True","2021-06-20 11:17:42","2021-06-20 11:17:41","zx7gd1yx","realtime","nzelkr6q","PlayStation 4","2013","True","ewpn8nj9","Cavern","","mce","5dw43j0k","Time Attack","- Top 100 runs require video proof.
- If a video contains two or more runs, you MUST include the specific timestamp in the link, as shown here: https://imgur.com/JODMVef
- Video proof must include the entire run (from 0.00 to the moment when the finish line is crossed), adding music is allowed, but cuts and effects aren't.
- It's suggested to also include the last reset before the actual run
- Time goes by the in-game timer
- Split-Screen runs are not allowed
- No map-loading, timer delaying/manipulating, or unintentionally programmed speed-increasing glitches are permitted.","","","","2023-04-20 02:49:08"
"yo7xp8jm","","260","82.549","True","2021-06-20 11:17:55","2021-06-20 11:17:54","zx7gd1yx","realtime","nzelkr6q","PlayStation 4","2013","True","ewpn8nj9","Cavern","","mce","5dw43j0k","Time Attack","- Top 100 runs require video proof.
- If a video contains two or more runs, you MUST include the specific timestamp in the link, as shown here: https://imgur.com/JODMVef
- Video proof must include the entire run (from 0.00 to the moment when the finish line is crossed), adding music is allowed, but cuts and effects aren't.
- It's suggested to also include the last reset before the actual run
- Time goes by the in-game timer
- Split-Screen runs are not allowed
- No map-loading, timer delaying/manipulating, or unintentionally programmed speed-increasing glitches are permitted.","","","","2023-04-20 02:49:08"
"ylqx723z","","262","82.55","True","2021-06-20 11:17:31","2021-06-20 11:17:31","zx7gd1yx","realtime","nzelkr6q","PlayStation 4","2013","True","ewpn8nj9","Cavern","","mce","5dw43j0k","Time Attack","- Top 100 runs require video proof.
- If a video contains two or more runs, you MUST include the specific timestamp in the link, as shown here: https://imgur.com/JODMVef
- Video proof must include the entire run (from 0.00 to the moment when the finish line is crossed), adding music is allowed, but cuts and effects aren't.
- It's suggested to also include the last reset before the actual run
- Time goes by the in-game timer
- Split-Screen runs are not allowed
- No map-loading, timer delaying/manipulating, or unintentionally programmed speed-increasing glitches are permitted.","","","","2023-04-20 02:49:08"
"yjg9p7ny","","263","82.551","True","2021-06-20 11:17:23","2021-06-20 11:17:22","zx7gd1yx","realtime","nzelkr6q","PlayStation 4","2013","True","ewpn8nj9","Cavern","","mce","5dw43j0k","Time Attack","- Top 100 runs require video proof.
- If a video contains two or more runs, you MUST include the specific timestamp in the link, as shown here: https://imgur.com/JODMVef
- Video proof must include the entire run (from 0.00 to the moment when the finish line is crossed), adding music is allowed, but cuts and effects aren't.
- It's suggested to also include the last reset before the actual run
- Time goes by the in-game timer
- Split-Screen runs are not allowed
- No map-loading, timer delaying/manipulating, or unintentionally programmed speed-increasing glitches are permitted.","","","","2023-04-20 02:49:08"
"ywqx359y","","264","82.554","True","2021-06-20 11:17:11","2021-06-20 11:17:07","zx7gd1yx","realtime","nzelkr6q","PlayStation 4","2013","True","ewpn8nj9","Cavern","","mce","5dw43j0k","Time Attack","- Top 100 runs require video proof.
- If a video contains two or more runs, you MUST include the specific timestamp in the link, as shown here: https://imgur.com/JODMVef
- Video proof must include the entire run (from 0.00 to the moment when the finish line is crossed), adding music is allowed, but cuts and effects aren't.
- It's suggested to also include the last reset before the actual run
- Time goes by the in-game timer
- Split-Screen runs are not allowed
- No map-loading, timer delaying/manipulating, or unintentionally programmed speed-increasing glitches are permitted.","","","","2023-04-20 02:49:08"
"zn1xp5lm","","265","82.559","True","2021-06-20 11:17:05","2021-06-20 11:16:59","zx7gd1yx","realtime","nzelkr6q","PlayStation 4","2013","True","ewpn8nj9","Cavern","","mce","5dw43j0k","Time Attack","- Top 100 runs require video proof.
- If a video contains two or more runs, you MUST include the specific timestamp in the link, as shown here: https://imgur.com/JODMVef
- Video proof must include the entire run (from 0.00 to the moment when the finish line is crossed), adding music is allowed, but cuts and effects aren't.
- It's suggested to also include the last reset before the actual run
- Time goes by the in-game timer
- Split-Screen runs are not allowed
- No map-loading, timer delaying/manipulating, or unintentionally programmed speed-increasing glitches are permitted.","","","","2023-04-20 02:49:08"
"yv1xr5ey","","266","82.588","True","2021-06-20 11:16:54","2021-06-20 11:16:49","zx7gd1yx","realtime","nzelkr6q","PlayStation 4","2013","True","ewpn8nj9","Cavern","","mce","5dw43j0k","Time Attack","- Top 100 runs require video proof.
- If a video contains two or more runs, you MUST include the specific timestamp in the link, as shown here: https://imgur.com/JODMVef
- Video proof must include the entire run (from 0.00 to the moment when the finish line is crossed), adding music is allowed, but cuts and effects aren't.
- It's suggested to also include the last reset before the actual run
- Time goes by the in-game timer
- Split-Screen runs are not allowed
- No map-loading, timer delaying/manipulating, or unintentionally programmed speed-increasing glitches are permitted.","","","","2023-04-20 02:49:08"
"y8dp8nnz","","267","82.599","True","2021-06-20 11:16:44","2021-06-20 11:16:41","zx7gd1yx","realtime","nzelkr6q","PlayStation 4","2013","True","ewpn8nj9","Cavern","","mce","5dw43j0k","Time Attack","- Top 100 runs require video proof.
- If a video contains two or more runs, you MUST include the specific timestamp in the link, as shown here: https://imgur.com/JODMVef
- Video proof must include the entire run (from 0.00 to the moment when the finish line is crossed), adding music is allowed, but cuts and effects aren't.
- It's suggested to also include the last reset before the actual run
- Time goes by the in-game timer
- Split-Screen runs are not allowed
- No map-loading, timer delaying/manipulating, or unintentionally programmed speed-increasing glitches are permitted.","","","","2023-04-20 02:49:08"
"y6de08jm","","268","82.6","True","2021-06-20 11:16:33","2021-06-20 11:16:29","zx7gd1yx","realtime","nzelkr6q","PlayStation 4","2013","True","ewpn8nj9","Cavern","","mce","5dw43j0k","Time Attack","- Top 100 runs require video proof.
- If a video contains two or more runs, you MUST include the specific timestamp in the link, as shown here: https://imgur.com/JODMVef
- Video proof must include the entire run (from 0.00 to the moment when the finish line is crossed), adding music is allowed, but cuts and effects aren't.
- It's suggested to also include the last reset before the actual run
- Time goes by the in-game timer
- Split-Screen runs are not allowed
- No map-loading, timer delaying/manipulating, or unintentionally programmed speed-increasing glitches are permitted.","","","","2023-04-20 02:49:08"
"y4rlq0kz","","269","82.601","True","2021-06-20 11:16:02","2021-06-20 11:15:59","zx7gd1yx","realtime","nzelkr6q","PlayStation 4","2013","True","ewpn8nj9","Cavern","","mce","5dw43j0k","Time Attack","- Top 100 runs require video proof.
- If a video contains two or more runs, you MUST include the specific timestamp in the link, as shown here: https://imgur.com/JODMVef
- Video proof must include the entire run (from 0.00 to the moment when the finish line is crossed), adding music is allowed, but cuts and effects aren't.
- It's suggested to also include the last reset before the actual run
- Time goes by the in-game timer
- Split-Screen runs are not allowed
- No map-loading, timer delaying/manipulating, or unintentionally programmed speed-increasing glitches are permitted.","","","","2023-04-20 02:49:08"
"zq1q758m","","269","82.601","True","2021-06-20 11:16:16","2021-06-20 11:16:14","zx7gd1yx","realtime","nzelkr6q","PlayStation 4","2013","True","ewpn8nj9","Cavern","","mce","5dw43j0k","Time Attack","- Top 100 runs require video proof.
- If a video contains two or more runs, you MUST include the specific timestamp in the link, as shown here: https://imgur.com/JODMVef
- Video proof must include the entire run (from 0.00 to the moment when the finish line is crossed), adding music is allowed, but cuts and effects aren't.
- It's suggested to also include the last reset before the actual run
- Time goes by the in-game timer
- Split-Screen runs are not allowed
- No map-loading, timer delaying/manipulating, or unintentionally programmed speed-increasing glitches are permitted.","","","","2023-04-20 02:49:08"
"m3rj32qm","","271","82.649","True","2021-06-20 11:14:54","2021-06-20 11:14:52","zx7gd1yx","realtime","nzelkr6q","PlayStation 4","2013","True","ewpn8nj9","Cavern","","mce","5dw43j0k","Time Attack","- Top 100 runs require video proof.
- If a video contains two or more runs, you MUST include the specific timestamp in the link, as shown here: https://imgur.com/JODMVef
- Video proof must include the entire run (from 0.00 to the moment when the finish line is crossed), adding music is allowed, but cuts and effects aren't.
- It's suggested to also include the last reset before the actual run
- Time goes by the in-game timer
- Split-Screen runs are not allowed
- No map-loading, timer delaying/manipulating, or unintentionally programmed speed-increasing glitches are permitted.","","","","2023-04-20 02:49:08"
"z5rg26ey","","272","82.65","True","2021-06-20 11:14:40","2021-06-20 11:14:38","zx7gd1yx","realtime","nzelkr6q","PlayStation 4","2013","True","ewpn8nj9","Cavern","","mce","5dw43j0k","Time Attack","- Top 100 runs require video proof.
- If a video contains two or more runs, you MUST include the specific timestamp in the link, as shown here: https://imgur.com/JODMVef
- Video proof must include the entire run (from 0.00 to the moment when the finish line is crossed), adding music is allowed, but cuts and effects aren't.
- It's suggested to also include the last reset before the actual run
- Time goes by the in-game timer
- Split-Screen runs are not allowed
- No map-loading, timer delaying/manipulating, or unintentionally programmed speed-increasing glitches are permitted.","","","","2023-04-20 02:49:08"
"zxgx758y","","273","82.651","True","2021-06-20 11:14:26","2021-06-20 11:14:25","zx7gd1yx","realtime","nzelkr6q","PlayStation 4","2013","True","ewpn8nj9","Cavern","","mce","5dw43j0k","Time Attack","- Top 100 runs require video proof.
- If a video contains two or more runs, you MUST include the specific timestamp in the link, as shown here: https://imgur.com/JODMVef
- Video proof must include the entire run (from 0.00 to the moment when the finish line is crossed), adding music is allowed, but cuts and effects aren't.
- It's suggested to also include the last reset before the actual run
- Time goes by the in-game timer
- Split-Screen runs are not allowed
- No map-loading, timer delaying/manipulating, or unintentionally programmed speed-increasing glitches are permitted.","","","","2023-04-20 02:49:08"
"mr1x757z","","274","82.653","True","2021-06-20 11:14:11","2021-06-20 11:14:10","zx7gd1yx","realtime","nzelkr6q","PlayStation 4","2013","True","ewpn8nj9","Cavern","","mce","5dw43j0k","Time Attack","- Top 100 runs require video proof.
- If a video contains two or more runs, you MUST include the specific timestamp in the link, as shown here: https://imgur.com/JODMVef
- Video proof must include the entire run (from 0.00 to the moment when the finish line is crossed), adding music is allowed, but cuts and effects aren't.
- It's suggested to also include the last reset before the actual run
- Time goes by the in-game timer
- Split-Screen runs are not allowed
- No map-loading, timer delaying/manipulating, or unintentionally programmed speed-increasing glitches are permitted.","","","","2023-04-20 02:49:08"
"mkg1kr5y","","275","82.663","True","2021-06-20 11:13:57","2021-06-20 11:13:56","zx7gd1yx","realtime","nzelkr6q","PlayStation 4","2013","True","ewpn8nj9","Cavern","","mce","5dw43j0k","Time Attack","- Top 100 runs require video proof.
- If a video contains two or more runs, you MUST include the specific timestamp in the link, as shown here: https://imgur.com/JODMVef
- Video proof must include the entire run (from 0.00 to the moment when the finish line is crossed), adding music is allowed, but cuts and effects aren't.
- It's suggested to also include the last reset before the actual run
- Time goes by the in-game timer
- Split-Screen runs are not allowed
- No map-loading, timer delaying/manipulating, or unintentionally programmed speed-increasing glitches are permitted.","","","","2023-04-20 02:49:08"
"z1rnp7rm","","276","82.678","True","2021-06-20 11:13:47","2021-06-20 11:13:45","zx7gd1yx","realtime","nzelkr6q","PlayStation 4","2013","True","ewpn8nj9","Cavern","","mce","5dw43j0k","Time Attack","- Top 100 runs require video proof.
- If a video contains two or more runs, you MUST include the specific timestamp in the link, as shown here: https://imgur.com/JODMVef
- Video proof must include the entire run (from 0.00 to the moment when the finish line is crossed), adding music is allowed, but cuts and effects aren't.
- It's suggested to also include the last reset before the actual run
- Time goes by the in-game timer
- Split-Screen runs are not allowed
- No map-loading, timer delaying/manipulating, or unintentionally programmed speed-increasing glitches are permitted.","","","","2023-04-20 02:49:08"
"ydrldo0z","","277","82.679","True","2021-06-20 11:13:23","2021-06-20 11:13:21","zx7gd1yx","realtime","nzelkr6q","PlayStation 4","2013","True","ewpn8nj9","Cavern","","mce","5dw43j0k","Time Attack","- Top 100 runs require video proof.
- If a video contains two or more runs, you MUST include the specific timestamp in the link, as shown here: https://imgur.com/JODMVef
- Video proof must include the entire run (from 0.00 to the moment when the finish line is crossed), adding music is allowed, but cuts and effects aren't.
- It's suggested to also include the last reset before the actual run
- Time goes by the in-game timer
- Split-Screen runs are not allowed
- No map-loading, timer delaying/manipulating, or unintentionally programmed speed-increasing glitches are permitted.","","","","2023-04-20 02:49:08"
"zggop9nz","","278","82.7","True","2021-06-20 11:12:46","2021-06-20 11:12:45","zx7gd1yx","realtime","nzelkr6q","PlayStation 4","2013","True","ewpn8nj9","Cavern","","mce","5dw43j0k","Time Attack","- Top 100 runs require video proof.
- If a video contains two or more runs, you MUST include the specific timestamp in the link, as shown here: https://imgur.com/JODMVef
- Video proof must include the entire run (from 0.00 to the moment when the finish line is crossed), adding music is allowed, but cuts and effects aren't.
- It's suggested to also include the last reset before the actual run
- Time goes by the in-game timer
- Split-Screen runs are not allowed
- No map-loading, timer delaying/manipulating, or unintentionally programmed speed-increasing glitches are permitted.","","","","2023-04-20 02:49:08"
"yo7xp5jm","","278","82.7","True","2021-06-20 11:13:04","2021-06-20 11:13:02","zx7gd1yx","realtime","nzelkr6q","PlayStation 4","2013","True","ewpn8nj9","Cavern","","mce","5dw43j0k","Time Attack","- Top 100 runs require video proof.
- If a video contains two or more runs, you MUST include the specific timestamp in the link, as shown here: https://imgur.com/JODMVef
- Video proof must include the entire run (from 0.00 to the moment when the finish line is crossed), adding music is allowed, but cuts and effects aren't.
- It's suggested to also include the last reset before the actual run
- Time goes by the in-game timer
- Split-Screen runs are not allowed
- No map-loading, timer delaying/manipulating, or unintentionally programmed speed-increasing glitches are permitted.","","","","2023-04-20 02:49:08"
"ylqx753z","","280","82.704","True","2021-06-20 11:12:29","2021-06-20 11:12:27","zx7gd1yx","realtime","nzelkr6q","PlayStation 4","2013","True","ewpn8nj9","Cavern","","mce","5dw43j0k","Time Attack","- Top 100 runs require video proof.
- If a video contains two or more runs, you MUST include the specific timestamp in the link, as shown here: https://imgur.com/JODMVef
- Video proof must include the entire run (from 0.00 to the moment when the finish line is crossed), adding music is allowed, but cuts and effects aren't.
- It's suggested to also include the last reset before the actual run
- Time goes by the in-game timer
- Split-Screen runs are not allowed
- No map-loading, timer delaying/manipulating, or unintentionally programmed speed-increasing glitches are permitted.","","","","2023-04-20 02:49:08"
"yjg9pqny","","281","82.712","True","2021-06-20 11:12:22","2021-06-20 11:12:19","zx7gd1yx","realtime","nzelkr6q","PlayStation 4","2013","True","ewpn8nj9","Cavern","","mce","5dw43j0k","Time Attack","- Top 100 runs require video proof.
- If a video contains two or more runs, you MUST include the specific timestamp in the link, as shown here: https://imgur.com/JODMVef
- Video proof must include the entire run (from 0.00 to the moment when the finish line is crossed), adding music is allowed, but cuts and effects aren't.
- It's suggested to also include the last reset before the actual run
- Time goes by the in-game timer
- Split-Screen runs are not allowed
- No map-loading, timer delaying/manipulating, or unintentionally programmed speed-increasing glitches are permitted.","","","","2023-04-20 02:49:08"
"zn1xpglm","","282","82.741","True","2021-06-20 11:12:12","2021-06-20 11:12:09","zx7gd1yx","realtime","nzelkr6q","PlayStation 4","2013","True","ewpn8nj9","Cavern","","mce","5dw43j0k","Time Attack","- Top 100 runs require video proof.
- If a video contains two or more runs, you MUST include the specific timestamp in the link, as shown here: https://imgur.com/JODMVef
- Video proof must include the entire run (from 0.00 to the moment when the finish line is crossed), adding music is allowed, but cuts and effects aren't.
- It's suggested to also include the last reset before the actual run
- Time goes by the in-game timer
- Split-Screen runs are not allowed
- No map-loading, timer delaying/manipulating, or unintentionally programmed speed-increasing glitches are permitted.","","","","2023-04-20 02:49:08"
"yv1xr7ey","","283","82.75","True","2021-06-20 11:12:01","2021-06-20 11:11:59","zx7gd1yx","realtime","nzelkr6q","PlayStation 4","2013","True","ewpn8nj9","Cavern","","mce","5dw43j0k","Time Attack","- Top 100 runs require video proof.
- If a video contains two or more runs, you MUST include the specific timestamp in the link, as shown here: https://imgur.com/JODMVef
- Video proof must include the entire run (from 0.00 to the moment when the finish line is crossed), adding music is allowed, but cuts and effects aren't.
- It's suggested to also include the last reset before the actual run
- Time goes by the in-game timer
- Split-Screen runs are not allowed
- No map-loading, timer delaying/manipulating, or unintentionally programmed speed-increasing glitches are permitted.","","","","2023-04-20 02:49:08"
"y8dp8gnz","","284","82.794","True","2021-06-20 11:11:46","2021-06-20 11:11:45","zx7gd1yx","realtime","nzelkr6q","PlayStation 4","2013","True","ewpn8nj9","Cavern","","mce","5dw43j0k","Time Attack","- Top 100 runs require video proof.
- If a video contains two or more runs, you MUST include the specific timestamp in the link, as shown here: https://imgur.com/JODMVef
- Video proof must include the entire run (from 0.00 to the moment when the finish line is crossed), adding music is allowed, but cuts and effects aren't.
- It's suggested to also include the last reset before the actual run
- Time goes by the in-game timer
- Split-Screen runs are not allowed
- No map-loading, timer delaying/manipulating, or unintentionally programmed speed-increasing glitches are permitted.","","","","2023-04-20 02:49:08"
"y6de0jjm","","285","82.799","True","2021-06-20 11:11:37","2021-06-20 11:11:34","zx7gd1yx","realtime","nzelkr6q","PlayStation 4","2013","True","ewpn8nj9","Cavern","","mce","5dw43j0k","Time Attack","- Top 100 runs require video proof.
- If a video contains two or more runs, you MUST include the specific timestamp in the link, as shown here: https://imgur.com/JODMVef
- Video proof must include the entire run (from 0.00 to the moment when the finish line is crossed), adding music is allowed, but cuts and effects aren't.
- It's suggested to also include the last reset before the actual run
- Time goes by the in-game timer
- Split-Screen runs are not allowed
- No map-loading, timer delaying/manipulating, or unintentionally programmed speed-increasing glitches are permitted.","","","","2023-04-20 02:49:08"
"zxgx708y","","286","82.8","True","2021-06-20 11:10:50","2021-06-20 11:10:48","zx7gd1yx","realtime","nzelkr6q","PlayStation 4","2013","True","ewpn8nj9","Cavern","","mce","5dw43j0k","Time Attack","- Top 100 runs require video proof.
- If a video contains two or more runs, you MUST include the specific timestamp in the link, as shown here: https://imgur.com/JODMVef
- Video proof must include the entire run (from 0.00 to the moment when the finish line is crossed), adding music is allowed, but cuts and effects aren't.
- It's suggested to also include the last reset before the actual run
- Time goes by the in-game timer
- Split-Screen runs are not allowed
- No map-loading, timer delaying/manipulating, or unintentionally programmed speed-increasing glitches are permitted.","","","","2023-04-20 02:49:08"
"m3rj3vqm","","286","82.8","True","2021-06-20 11:11:02","2021-06-20 11:11:00","zx7gd1yx","realtime","nzelkr6q","PlayStation 4","2013","True","ewpn8nj9","Cavern","","mce","5dw43j0k","Time Attack","- Top 100 runs require video proof.
- If a video contains two or more runs, you MUST include the specific timestamp in the link, as shown here: https://imgur.com/JODMVef
- Video proof must include the entire run (from 0.00 to the moment when the finish line is crossed), adding music is allowed, but cuts and effects aren't.
- It's suggested to also include the last reset before the actual run
- Time goes by the in-game timer
- Split-Screen runs are not allowed
- No map-loading, timer delaying/manipulating, or unintentionally programmed speed-increasing glitches are permitted.","","","","2023-04-20 02:49:08"
"y4rlqnkz","","286","82.8","True","2021-06-20 11:11:13","2021-06-20 11:11:12","zx7gd1yx","realtime","nzelkr6q","PlayStation 4","2013","True","ewpn8nj9","Cavern","","mce","5dw43j0k","Time Attack","- Top 100 runs require video proof.
- If a video contains two or more runs, you MUST include the specific timestamp in the link, as shown here: https://imgur.com/JODMVef
- Video proof must include the entire run (from 0.00 to the moment when the finish line is crossed), adding music is allowed, but cuts and effects aren't.
- It's suggested to also include the last reset before the actual run
- Time goes by the in-game timer
- Split-Screen runs are not allowed
- No map-loading, timer delaying/manipulating, or unintentionally programmed speed-increasing glitches are permitted.","","","","2023-04-20 02:49:08"
"y2xwp8wm","","286","82.8","True","2021-06-20 11:11:23","2021-06-20 11:11:21","zx7gd1yx","realtime","nzelkr6q","PlayStation 4","2013","True","ewpn8nj9","Cavern","","mce","5dw43j0k","Time Attack","- Top 100 runs require video proof.
- If a video contains two or more runs, you MUST include the specific timestamp in the link, as shown here: https://imgur.com/JODMVef
- Video proof must include the entire run (from 0.00 to the moment when the finish line is crossed), adding music is allowed, but cuts and effects aren't.
- It's suggested to also include the last reset before the actual run
- Time goes by the in-game timer
- Split-Screen runs are not allowed
- No map-loading, timer delaying/manipulating, or unintentionally programmed speed-increasing glitches are permitted.","","","","2023-04-20 02:49:08"
"m7do6lwm","","290","82.81","True","2021-06-20 11:10:37","2021-06-20 11:10:35","zx7gd1yx","realtime","nzelkr6q","PlayStation 4","2013","True","ewpn8nj9","Cavern","","mce","5dw43j0k","Time Attack","- Top 100 runs require video proof.
- If a video contains two or more runs, you MUST include the specific timestamp in the link, as shown here: https://imgur.com/JODMVef
- Video proof must include the entire run (from 0.00 to the moment when the finish line is crossed), adding music is allowed, but cuts and effects aren't.
- It's suggested to also include the last reset before the actual run
- Time goes by the in-game timer
- Split-Screen runs are not allowed
- No map-loading, timer delaying/manipulating, or unintentionally programmed speed-increasing glitches are permitted.","","","","2023-04-20 02:49:08"
"ydrld40z","","291","82.831","True","2021-06-20 11:09:54","2021-06-20 11:09:52","zx7gd1yx","realtime","nzelkr6q","PlayStation 4","2013","True","ewpn8nj9","Cavern","","mce","5dw43j0k","Time Attack","- Top 100 runs require video proof.
- If a video contains two or more runs, you MUST include the specific timestamp in the link, as shown here: https://imgur.com/JODMVef
- Video proof must include the entire run (from 0.00 to the moment when the finish line is crossed), adding music is allowed, but cuts and effects aren't.
- It's suggested to also include the last reset before the actual run
- Time goes by the in-game timer
- Split-Screen runs are not allowed
- No map-loading, timer delaying/manipulating, or unintentionally programmed speed-increasing glitches are permitted.","","","","2023-04-20 02:49:08"
"y99dveny","","291","82.831","True","2021-06-20 11:10:09","2021-06-20 11:10:08","zx7gd1yx","realtime","nzelkr6q","PlayStation 4","2013","True","ewpn8nj9","Cavern","","mce","5dw43j0k","Time Attack","- Top 100 runs require video proof.
- If a video contains two or more runs, you MUST include the specific timestamp in the link, as shown here: https://imgur.com/JODMVef
- Video proof must include the entire run (from 0.00 to the moment when the finish line is crossed), adding music is allowed, but cuts and effects aren't.
- It's suggested to also include the last reset before the actual run
- Time goes by the in-game timer
- Split-Screen runs are not allowed
- No map-loading, timer delaying/manipulating, or unintentionally programmed speed-increasing glitches are permitted.","","","","2023-04-20 02:49:08"
"zp1x9orz","","293","82.834","True","2021-06-20 11:09:41","2021-06-20 11:09:39","zx7gd1yx","realtime","nzelkr6q","PlayStation 4","2013","True","ewpn8nj9","Cavern","","mce","5dw43j0k","Time Attack","- Top 100 runs require video proof.
- If a video contains two or more runs, you MUST include the specific timestamp in the link, as shown here: https://imgur.com/JODMVef
- Video proof must include the entire run (from 0.00 to the moment when the finish line is crossed), adding music is allowed, but cuts and effects aren't.
- It's suggested to also include the last reset before the actual run
- Time goes by the in-game timer
- Split-Screen runs are not allowed
- No map-loading, timer delaying/manipulating, or unintentionally programmed speed-increasing glitches are permitted.","","","","2023-04-20 02:49:08"
"yo7xpejm","","294","82.843","True","2021-06-20 11:09:28","2021-06-20 11:09:26","zx7gd1yx","realtime","nzelkr6q","PlayStation 4","2013","True","ewpn8nj9","Cavern","","mce","5dw43j0k","Time Attack","- Top 100 runs require video proof.
- If a video contains two or more runs, you MUST include the specific timestamp in the link, as shown here: https://imgur.com/JODMVef
- Video proof must include the entire run (from 0.00 to the moment when the finish line is crossed), adding music is allowed, but cuts and effects aren't.
- It's suggested to also include the last reset before the actual run
- Time goes by the in-game timer
- Split-Screen runs are not allowed
- No map-loading, timer delaying/manipulating, or unintentionally programmed speed-increasing glitches are permitted.","","","","2023-04-20 02:49:08"
"ywqx3w9y","","295","82.85","True","2021-06-20 11:09:04","2021-06-20 11:09:02","zx7gd1yx","realtime","nzelkr6q","PlayStation 4","2013","True","ewpn8nj9","Cavern","","mce","5dw43j0k","Time Attack","- Top 100 runs require video proof.
- If a video contains two or more runs, you MUST include the specific timestamp in the link, as shown here: https://imgur.com/JODMVef
- Video proof must include the entire run (from 0.00 to the moment when the finish line is crossed), adding music is allowed, but cuts and effects aren't.
- It's suggested to also include the last reset before the actual run
- Time goes by the in-game timer
- Split-Screen runs are not allowed
- No map-loading, timer delaying/manipulating, or unintentionally programmed speed-increasing glitches are permitted.","","","","2023-04-20 02:49:08"
"zggop6nz","","295","82.85","True","2021-06-20 11:09:16","2021-06-20 11:09:15","zx7gd1yx","realtime","nzelkr6q","PlayStation 4","2013","True","ewpn8nj9","Cavern","","mce","5dw43j0k","Time Attack","- Top 100 runs require video proof.
- If a video contains two or more runs, you MUST include the specific timestamp in the link, as shown here: https://imgur.com/JODMVef
- Video proof must include the entire run (from 0.00 to the moment when the finish line is crossed), adding music is allowed, but cuts and effects aren't.
- It's suggested to also include the last reset before the actual run
- Time goes by the in-game timer
- Split-Screen runs are not allowed
- No map-loading, timer delaying/manipulating, or unintentionally programmed speed-increasing glitches are permitted.","","","","2023-04-20 02:49:08"
